,Win,transaction_fee
20190826,True,0.4940207845
20190827,True,0.5057773525
20190828,False,0.5078242549642857
20190829,False,0.5121454935
20190830,True,0.5177788489999999
20190902,True,0.5381079145
20190903,True,0.5508441964999999
20190905,False,0.5520688389999999
20190906,False,0.5528910989642857
20190909,True,0.5579471229999999
20190910,False,0.5627407236428571
20190912,True,0.5474151974999999
20190916,False,0.5490597174285714
20190918,False,0.527086132
20190919,False,0.5288181263928571
20190920,False,0.5314948449999999
20190924,False,0.5302702024999999
20190927,False,0.5067570665
20190930,False,0.5013686395
20191009,True,0.4930410705
20191010,True,0.495245427
20191011,False,0.49524542699999996
20191014,True,0.5008787825000001
20191016,False,0.4945806210714286
20191018,False,0.4902768774285714
20191021,True,0.482509145
20191022,True,0.48667292949999996
20191023,False,0.4874427047857143
20191024,True,0.48471350150000003
20191025,True,0.48642800100000005
20191028,True,0.500143997
20191101,True,0.49083671399999995
20191104,False,0.49213133607142856
20191105,True,0.49230628499999995
20191106,False,0.49793964049999995
20191107,False,0.49806210475000007
20191108,False,0.4972923294642857
20191112,True,0.4788352175
20191113,False,0.47965747746428566
20191114,True,0.4803047885
20191115,False,0.47976244682142855
20191118,True,0.47761057500000004
20191119,True,0.482999002
20191120,False,0.4849409351071428
20191121,True,0.4842236445
20191122,False,0.48555325635714286
20191126,True,0.4798149315
20191127,False,0.48005986
20191129,False,0.4761759937857143
20191202,False,0.4817218748214286
20191203,True,0.483488859
20191204,True,0.49034685699999997
20191205,True,0.49451064149999996
20191206,True,0.49573528399999994
20191209,False,0.49626013078571424
20191210,True,0.49500049849999994
20191212,False,0.49475557000000003
20191213,True,0.4969599265
20191216,True,0.5043077814999999
20191217,True,0.513370136
20191219,False,0.512880279
20191224,True,0.5013686394999999
20191225,True,0.50455271
20191226,False,0.5060572707857143
20191227,False,0.5079817090000001
20191230,True,0.5089614229999999
20191231,True,0.5092063515
20200102,True,0.517288992
20200103,True,0.5248817754999999
20200106,False,0.5378105013214285
20200107,True,0.5395774855
20200108,False,0.54337387725
20200113,True,0.5356586295
20200115,False,0.530025274
20200116,True,0.5341890585
20200117,False,0.5302702025
20200120,True,0.5376180575
20200122,True,0.531004988
20200204,False,0.4738316781428571
20200205,True,0.48721177220000006
20200206,True,0.5008787825000001
20200207,False,0.5067570665000001
20200211,False,0.510920851
20200212,True,0.5136150644999999
20200214,False,0.5125478760357143
20200217,True,0.5336992014999999
20200218,True,0.554518124
20200219,False,0.5537833385
20200220,True,0.5523137675
20200221,True,0.5655399065
20200224,True,0.5748471895
20200225,True,0.572642833
20200227,False,0.5648051209999999
20200228,False,0.5370407260357144
20200302,True,0.544720984
20200303,True,0.5650500494999999
20200305,False,0.561865979
20200306,False,0.557457266
20200310,True,0.541291985
20200311,False,0.5542731955
20200313,False,0.52818831025
20200317,False,0.5052874955
20200318,False,0.5089964127857143
20200319,True,0.4989193544999999
20200320,False,0.50455271
20200323,False,0.4871627865
20200324,False,0.4883699341071428
20200325,True,0.4974497835
20200326,False,0.4956478095357143
20200330,True,0.478590289
20200401,False,0.47957000299999997
20200402,True,0.485448287
20200407,True,0.504062853
20200408,True,0.5121454935
20200409,False,0.5162392984285715
20200413,False,0.50455271
20200414,True,0.510430994
20200416,True,0.5106759224999999
20200417,False,0.5133176513214286
20200420,True,0.5180237775000001
20200421,True,0.5197382770000001
20200422,True,0.5175339205
20200423,False,0.5219426334999999
20200424,True,0.5121454934999999
20200428,True,0.5033280675
20200429,True,0.5082266375
20200430,True,0.5185136345000001
20200506,True,0.5297803455000001
20200507,False,0.5327369823928572
20200508,True,0.5390876285
20200511,False,0.541781842
20200512,False,0.5422367092142857
20200513,False,0.5423766683571429
20200514,False,0.5410470565000001
20200515,False,0.541781842
20200518,False,0.5493746255
20200519,False,0.5520163543214285
20200521,False,0.5392275876428572
20200522,False,0.5273310605
20200526,True,0.5236571329999999
20200528,True,0.5185136345
20200601,True,0.5302702024999999
20200602,False,0.5349238439999999
20200603,False,0.5319847019999999
20200604,False,0.5258614895
20200608,False,0.5281183306785714
20200609,True,0.5248817755
20200610,False,0.524636847
20200611,False,0.526106418
20200612,True,0.525616561
20200616,False,0.5240770104285715
20200617,True,0.532964416
20200618,True,0.527575989
20200619,True,0.5317397735
20200622,False,0.535903558
20200623,True,0.5371282005
20200629,False,0.5370407260357142
20200630,True,0.5425166275
20200702,True,0.554028267
20200703,True,0.5621109074999999
20200706,True,0.587338543
20200707,False,0.614280678
20200708,True,0.6407329560000001
20200709,False,0.679431659
20200713,True,0.67600266
20200714,False,0.6871993914285714
20200715,False,0.6608170929999999
20200717,True,0.6473950112
20200720,True,0.6919230125
20200722,False,0.6953520115
20200723,False,0.6938474507142858
20200727,False,0.7019825758928571
20200728,False,0.6990784236785714
20200729,True,0.7071085795
20200730,False,0.71874268325
20200803,True,0.7440927829999999
20200805,True,0.7575638505
20200806,False,0.7725394787857143
20200807,True,0.8099785495
